sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_3526136-3603907.1	3526136	3603907	77771	35	87	19	0.94701	antibacterial	0.74	0.25	0.08	0.10	NRP	0.00	0.90	0.04	0.14	0.00	0.00	0.01	NC_003888.3_NC_003888.3_3169;NC_003888.3_NC_003888.3_3170;NC_003888.3_NC_003888.3_3171;NC_003888.3_NC_003888.3_3172;NC_003888.3_NC_003888.3_3173;NC_003888.3_NC_003888.3_3174;NC_003888.3_NC_003888.3_3175;NC_003888.3_NC_003888.3_3176;NC_003888.3_NC_003888.3_3177;NC_003888.3_NC_003888.3_3178;NC_003888.3_NC_003888.3_3179;NC_003888.3_NC_003888.3_3180;NC_003888.3_NC_003888.3_3181;NC_003888.3_NC_003888.3_3182;NC_003888.3_NC_003888.3_3183;NC_003888.3_NC_003888.3_3184;NC_003888.3_NC_003888.3_3185;NC_003888.3_NC_003888.3_3186;NC_003888.3_NC_003888.3_3187;NC_003888.3_NC_003888.3_3188;NC_003888.3_NC_003888.3_3189;NC_003888.3_NC_003888.3_3190;NC_003888.3_NC_003888.3_3191;NC_003888.3_NC_003888.3_3192;NC_003888.3_NC_003888.3_3193;NC_003888.3_NC_003888.3_3194;NC_003888.3_NC_003888.3_3195;NC_003888.3_NC_003888.3_3196;NC_003888.3_NC_003888.3_3197;NC_003888.3_NC_003888.3_3198;NC_003888.3_NC_003888.3_3199;NC_003888.3_NC_003888.3_3200;NC_003888.3_NC_003888.3_3201;NC_003888.3_NC_003888.3_3202;NC_003888.3_NC_003888.3_3203	PF02770;PF00441;PF00501;PF00155;PF08545;PF08028;PF00903;PF00975;PF01494;PF00668;PF01266;PF01636;PF02801;PF00702;PF08541;PF02668;PF00109;PF04820;PF00561	PF00122;PF00702;PF08282;PF00689;PF00486;PF03704;PF13191;PF00931;PF13401;PF03621;PF03403;PF02153;PF01266;PF09056;PF12679;PF12730;PF13304;PF00005;PF13476;PF13555;PF07730;PF00072;PF00196;PF08281;PF14493;PF00155;PF12897;PF01070;PF01645;PF00977;PF00478;PF03060;PF00903;PF13669;PF14696;PF00501;PF13193;PF00550;PF00668;PF00668;PF00501;PF13193;PF00550;PF00668;PF00501;PF13193;PF00550;PF00975;PF12697;PF00561;PF00561;PF12146;PF12697;PF01636;PF02463;PF00005;PF13555;PF00664;PF02668;PF01663;PF01261;PF02126;PF01026;PF01261;PF01040;PF07994;PF01658;PF01494;PF05834;PF04820;PF00070;PF07992;PF00890;PF01266;PF12831;PF13450;PF01134;PF08541;PF08545;PF00441;PF08028;PF02770;PF02801;PF00109;PF00550;PF00589;PF14659
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_3661247-3661991.1	3661247	3661991	744	1	1	0	0.53431	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_3260		PF14016
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_3782902-3788943.1	3782902	3788943	6041	7	14	1	0.63217	antibacterial	0.55	0.17	0.20	0.16	RiPP	0.00	0.01	0.03	0.04	0.92	0.00	0.00	NC_003888.3_NC_003888.3_3369;NC_003888.3_NC_003888.3_3370;NC_003888.3_NC_003888.3_3371;NC_003888.3_NC_003888.3_3372;NC_003888.3_NC_003888.3_3373;NC_003888.3_NC_003888.3_3374;NC_003888.3_NC_003888.3_3375	PF00171	PF12698;PF01061;PF13732;PF02702;PF13304;PF00005;PF13191;PF13555;PF03551;PF00171;PF13560;PF12844;PF13581;PF04149
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_3812960-3814873.1	3812960	3814873	1913	2	7	0	0.58767	antibacterial	0.78	0.05	0.11	0.17	RiPP	0.00	0.02	0.13	0.05	0.76	0.01	0.03	NC_003888.3_NC_003888.3_3403;NC_003888.3_NC_003888.3_3404		PF08402;PF13304;PF13191;PF00005;PF01078;PF03215;PF00528
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_3818490-3826210.1	3818490	3826210	7720	8	31	5	0.63426	cytotoxic	0.27	0.60	0.15	0.04		0.05	0.08	0.16	0.07	0.05	0.31	0.38	NC_003888.3_NC_003888.3_3409;NC_003888.3_NC_003888.3_3410;NC_003888.3_NC_003888.3_3411;NC_003888.3_NC_003888.3_3412;NC_003888.3_NC_003888.3_3413;NC_003888.3_NC_003888.3_3414;NC_003888.3_NC_003888.3_3415;NC_003888.3_NC_003888.3_3416	PF01266;PF08242;PF08241;PF04055;PF00535	PF13489;PF01209;PF13847;PF08241;PF08242;PF13649;PF07992;PF01946;PF03486;PF01134;PF12831;PF01266;PF00890;PF01262;PF13450;PF00070;PF02852;PF07291;PF04055;PF01048;PF01983;PF12804;PF09837;PF13641;PF00535;PF10111;PF13506;PF13632;PF13340;PF01609;PF13586
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4013072-4023169.1	4013072	4023169	10097	11	28	3	0.73000	antibacterial	0.63	0.09	0.09	0.13		0.02	0.11	0.24	0.30	0.20	0.01	0.22	NC_003888.3_NC_003888.3_3579;NC_003888.3_NC_003888.3_3580;NC_003888.3_NC_003888.3_3581;NC_003888.3_NC_003888.3_3582;NC_003888.3_NC_003888.3_3583;NC_003888.3_NC_003888.3_3584;NC_003888.3_NC_003888.3_3585;NC_003888.3_NC_003888.3_3586;NC_003888.3_NC_003888.3_3587;NC_003888.3_NC_003888.3_3588;NC_003888.3_NC_003888.3_3589	PF01757;PF00067;PF00561	PF07883;PF00067;PF01925;PF02956;PF00196;PF04545;PF08281;PF13936;PF00072;PF07730;PF00196;PF08281;PF04545;PF14493;PF13936;PF00072;PF07730;PF01757;PF12697;PF06259;PF12697;PF07859;PF00561;PF00756;PF12146;PF00326;PF01764;PF00135
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4024590-4025406.1	4024590	4025406	816	1	1	0	0.53602	antibacterial	0.83	0.07	0.19	0.27		0.05	0.09	0.07	0.32	0.20	0.03	0.29	NC_003888.3_NC_003888.3_3591		PF03301
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4026216-4027671.1	4026216	4027671	1455	1	5	0	0.51398	inhibitor	0.27	0.05	0.59	0.11		0.02	0.19	0.25	0.29	0.22	0.00	0.03	NC_003888.3_NC_003888.3_3593		PF13347;PF07690;PF05977;PF00083;PF06609
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4115027-4137513.1	4115027	4137513	22486	20	36	3	0.90015	antibacterial	0.62	0.15	0.09	0.11	RiPP	0.00	0.08	0.14	0.14	0.58	0.02	0.09	NC_003888.3_NC_003888.3_3686;NC_003888.3_NC_003888.3_3687;NC_003888.3_NC_003888.3_3688;NC_003888.3_NC_003888.3_3689;NC_003888.3_NC_003888.3_3690;NC_003888.3_NC_003888.3_3691;NC_003888.3_NC_003888.3_3692;NC_003888.3_NC_003888.3_3693;NC_003888.3_NC_003888.3_3694;NC_003888.3_NC_003888.3_3695;NC_003888.3_NC_003888.3_3696;NC_003888.3_NC_003888.3_3697;NC_003888.3_NC_003888.3_3698;NC_003888.3_NC_003888.3_3699;NC_003888.3_NC_003888.3_3700;NC_003888.3_NC_003888.3_3701;NC_003888.3_NC_003888.3_3702;NC_003888.3_NC_003888.3_3703;NC_003888.3_NC_003888.3_3704;NC_003888.3_NC_003888.3_3705	PF08241;PF08242;PF01757	PF05175;PF13489;PF07021;PF13847;PF13649;PF08241;PF08242;PF05724;PF00174;PF13231;PF00313;PF02518;PF07730;PF13796;PF00005;PF13555;PF13191;PF13401;PF13304;PF02687;PF12704;PF02687;PF12704;PF00005;PF13304;PF13555;PF00196;PF08281;PF04545;PF00072;PF07730;PF00487;PF01757;PF06259;PF10756;PF02342
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4142256-4144254.1	4142256	4144254	1998	2	2	1	0.55784	antibacterial	0.75	0.00	0.03	0.00	Polyketide-Terpene	0.00	0.00	0.18	0.56	0.01	0.02	0.64	NC_003888.3_NC_003888.3_3711;NC_003888.3_NC_003888.3_3712	PF00067	PF00440;PF00067
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4584105-4584870.1	4584105	4584870	765	1	3	2	0.51264	antibacterial	0.81	0.01	0.18	0.07		0.01	0.01	0.02	0.06	0.41	0.00	0.49	NC_003888.3_NC_003888.3_4107	PF00106;PF08659	PF00106;PF08659;PF13561
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4589507-4589801.1	4589507	4589801	294	1	1	0	0.50763	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_4115		PF04149
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4628356-4628737.1	4628356	4628737	381	1	1	1	0.53370	antibacterial	0.86	0.06	0.18	0.25		0.00	0.09	0.12	0.33	0.20	0.03	0.29	NC_003888.3_NC_003888.3_4161	PF00903	PF00903
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4629723-4630965.1	4629723	4630965	1242	1	1	1	0.59882	antibacterial	0.78	0.02	0.27	0.18		0.00	0.07	0.04	0.22	0.49	0.02	0.19	NC_003888.3_NC_003888.3_4163	PF05147	PF05147
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4670419-4671589.1	4670419	4671589	1170	1	3	0	0.52337	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_4197		PF00652;PF14200;PF03498
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4769019-4804183.1	4769019	4804183	35164	34	81	13	0.83564	antibacterial	0.52	0.26	0.18	0.19		0.01	0.27	0.19	0.13	0.42	0.04	0.02	NC_003888.3_NC_003888.3_4291;NC_003888.3_NC_003888.3_4292;NC_003888.3_NC_003888.3_4293;NC_003888.3_NC_003888.3_4294;NC_003888.3_NC_003888.3_4295;NC_003888.3_NC_003888.3_4296;NC_003888.3_NC_003888.3_4297;NC_003888.3_NC_003888.3_4298;NC_003888.3_NC_003888.3_4299;NC_003888.3_NC_003888.3_4300;NC_003888.3_NC_003888.3_4301;NC_003888.3_NC_003888.3_4302;NC_003888.3_NC_003888.3_4303;NC_003888.3_NC_003888.3_4304;NC_003888.3_NC_003888.3_4305;NC_003888.3_NC_003888.3_4306;NC_003888.3_NC_003888.3_4307;NC_003888.3_NC_003888.3_4308;NC_003888.3_NC_003888.3_4309;NC_003888.3_NC_003888.3_4310;NC_003888.3_NC_003888.3_4311;NC_003888.3_NC_003888.3_4312;NC_003888.3_NC_003888.3_4313;NC_003888.3_NC_003888.3_4314;NC_003888.3_NC_003888.3_4315;NC_003888.3_NC_003888.3_4316;NC_003888.3_NC_003888.3_4317;NC_003888.3_NC_003888.3_4318;NC_003888.3_NC_003888.3_4319;NC_003888.3_NC_003888.3_4320;NC_003888.3_NC_003888.3_4321;NC_003888.3_NC_003888.3_4322;NC_003888.3_NC_003888.3_4323;NC_003888.3_NC_003888.3_4324	PF01636;PF00378;PF02770;PF02786;PF00289;PF01039;PF08028;PF00441;PF02771;PF01243;PF02785;PF00501;PF04738	PF05685;PF01909;PF13427;PF14606;PF00657;PF13472;PF02909;PF00440;PF00005;PF13604;PF02702;PF13304;PF13732;PF01061;PF12698;PF07730;PF13581;PF00072;PF04545;PF00196;PF08281;PF13412;PF14534;PF12680;PF07366;PF00266;PF01565;PF02913;PF13183;PF13534;PF03403;PF12740;PF13517;PF01839;PF13011;PF01527;PF13518;PF13384;PF13551;PF13565;PF00665;PF13683;PF13333;PF04978;PF12867;PF14435;PF00293;PF00892;PF12802;PF01047;PF13463;PF13545;PF01638;PF04738;PF00069;PF07714;PF01636;PF11716;PF04978;PF12867;PF08608;PF07287;PF01039;PF00289;PF02786;PF02655;PF07478;PF02222;PF02785;PF00364;PF02771;PF02770;PF00441;PF08028;PF00501;PF13193;PF00378;PF16113;PF00440;PF10590;PF01243
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4869136-4875516.1	4869136	4875516	6380	6	5	0	0.58407	antibacterial	0.60	0.05	0.09	0.31	Polyketide	0.00	0.00	0.20	0.67	0.08	0.00	0.04	NC_003888.3_NC_003888.3_4384;NC_003888.3_NC_003888.3_4385;NC_003888.3_NC_003888.3_4386;NC_003888.3_NC_003888.3_4387;NC_003888.3_NC_003888.3_4388;NC_003888.3_NC_003888.3_4389		PF07228;PF00440;PF07690;PF08281;PF04542
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4876022-4876625.1	4876022	4876625	603	1	1	0	0.57178	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	NC_003888.3_NC_003888.3_4391		PF00440
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4882031-4884893.1	4882031	4884893	2862	4	5	1	0.57462	antibacterial	0.55	0.08	0.11	0.30		0.00	0.02	0.45	0.48	0.02	0.02	0.03	NC_003888.3_NC_003888.3_4398;NC_003888.3_NC_003888.3_4399;NC_003888.3_NC_003888.3_4400;NC_003888.3_NC_003888.3_4401	PF00857	PF13977;PF00440;PF07690;PF13347;PF00857
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4895197-4896619.1	4895197	4896619	1422	1	1	1	0.63385	antibacterial	0.63	0.07	0.40	0.23		0.00	0.46	0.09	0.23	0.06	0.03	0.18	NC_003888.3_NC_003888.3_4412	PF00668	PF00668
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4897543-4901975.1	4897543	4901975	4432	4	17	3	0.53438		0.19	0.07	0.13	0.29		0.00	0.23	0.40	0.22	0.14	0.00	0.02	NC_003888.3_NC_003888.3_4414;NC_003888.3_NC_003888.3_4415;NC_003888.3_NC_003888.3_4416;NC_003888.3_NC_003888.3_4417	PF01636;PF00975;PF00561	PF01135;PF13847;PF13578;PF12697;PF00975;PF00561;PF10230;PF03096;PF12695;PF12146;PF16859;PF00440;PF00069;PF07714;PF01636;PF14200;PF00652
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4903478-4914412.1	4903478	4914412	10934	11	35	3	0.57988	antibacterial	0.53	0.12	0.11	0.19		0.02	0.05	0.41	0.07	0.33	0.04	0.11	NC_003888.3_NC_003888.3_4420;NC_003888.3_NC_003888.3_4421;NC_003888.3_NC_003888.3_4422;NC_003888.3_NC_003888.3_4423;NC_003888.3_NC_003888.3_4424;NC_003888.3_NC_003888.3_4425;NC_003888.3_NC_003888.3_4426;NC_003888.3_NC_003888.3_4427;NC_003888.3_NC_003888.3_4428;NC_003888.3_NC_003888.3_4429;NC_003888.3_NC_003888.3_4430	PF01636;PF04055;PF00903	PF13564;PF13280;PF02082;PF08279;PF12840;PF08220;PF09339;PF13412;PF12802;PF13542;PF13551;PF13384;PF13518;PF13404;PF00903;PF12681;PF00069;PF07714;PF01636;PF13385;PF00069;PF07714;PF01636;PF00652;PF13396;PF01977;PF01040;PF02441;PF12802;PF01047;PF13412;PF13404;PF13545;PF01037;PF04055
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4915291-4973632.1	4915291	4973632	58341	57	75	13	0.85901		0.40	0.27	0.26	0.18		0.00	0.22	0.18	0.42	0.04	0.32	0.02	NC_003888.3_NC_003888.3_4432;NC_003888.3_NC_003888.3_4433;NC_003888.3_NC_003888.3_4434;NC_003888.3_NC_003888.3_4435;NC_003888.3_NC_003888.3_4436;NC_003888.3_NC_003888.3_4437;NC_003888.3_NC_003888.3_4438;NC_003888.3_NC_003888.3_4439;NC_003888.3_NC_003888.3_4440;NC_003888.3_NC_003888.3_4441;NC_003888.3_NC_003888.3_4442;NC_003888.3_NC_003888.3_4443;NC_003888.3_NC_003888.3_4444;NC_003888.3_NC_003888.3_4445;NC_003888.3_NC_003888.3_4446;NC_003888.3_NC_003888.3_4447;NC_003888.3_NC_003888.3_4448;NC_003888.3_NC_003888.3_4449;NC_003888.3_NC_003888.3_4450;NC_003888.3_NC_003888.3_4451;NC_003888.3_NC_003888.3_4452;NC_003888.3_NC_003888.3_4453;NC_003888.3_NC_003888.3_4454;NC_003888.3_NC_003888.3_4455;NC_003888.3_NC_003888.3_4456;NC_003888.3_NC_003888.3_4457;NC_003888.3_NC_003888.3_4458;NC_003888.3_NC_003888.3_4459;NC_003888.3_NC_003888.3_4460;NC_003888.3_NC_003888.3_4461;NC_003888.3_NC_003888.3_4462;NC_003888.3_NC_003888.3_4463;NC_003888.3_NC_003888.3_4464;NC_003888.3_NC_003888.3_4465;NC_003888.3_NC_003888.3_4466;NC_003888.3_NC_003888.3_4467;NC_003888.3_NC_003888.3_4468;NC_003888.3_NC_003888.3_4469;NC_003888.3_NC_003888.3_4470;NC_003888.3_NC_003888.3_4471;NC_003888.3_NC_003888.3_4472;NC_003888.3_NC_003888.3_4473;NC_003888.3_NC_003888.3_4474;NC_003888.3_NC_003888.3_4475;NC_003888.3_NC_003888.3_4476;NC_003888.3_NC_003888.3_4477;NC_003888.3_NC_003888.3_4478;NC_003888.3_NC_003888.3_4479;NC_003888.3_NC_003888.3_4480;NC_003888.3_NC_003888.3_4481;NC_003888.3_NC_003888.3_4482;NC_003888.3_NC_003888.3_4483;NC_003888.3_NC_003888.3_4484;NC_003888.3_NC_003888.3_4485;NC_003888.3_NC_003888.3_4486;NC_003888.3_NC_003888.3_4487;NC_003888.3_NC_003888.3_4488	PF01636;PF02803;PF08242;PF00106;PF00108;PF08659;PF08241;PF00109;PF04055;PF00583;PF00501;PF01370;PF00535	PF13420;PF13673;PF00583;PF13508;PF13527;PF08445;PF14542;PF14012;PF00375;PF00440;PF01575;PF13561;PF00106;PF08659;PF01370;PF03435;PF00108;PF00109;PF02803;PF00501;PF13489;PF13847;PF08241;PF08242;PF13649;PF05175;PF00313;PF08206;PF02621;PF00069;PF07714;PF01636;PF01580;PF13401;PF02456;PF13555;PF16697;PF10224;PF06013;PF10824;PF14256;PF10099;PF16976;PF00437;PF01580;PF00005;PF06414;PF01926;PF13238;PF00482;PF00482;PF07811;PF13400;PF07811;PF13400;PF06013;PF06013;PF04149;PF13560;PF12844;PF13581;PF03704;PF13428;PF01478;PF04055;PF00704;PF01522;PF13641;PF00535;PF10111;PF13704;PF12804;PF13506;PF03142;PF13632
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_4974811-4975796.1	4974811	4975796	985	2	7	2	0.72112		0.42	0.37	0.21	0.04		0.01	0.00	0.40	0.05	0.24	0.00	0.30	NC_003888.3_NC_003888.3_4490;NC_003888.3_NC_003888.3_4491	PF08241;PF08242	PF01209;PF13489;PF13847;PF13649;PF08241;PF08242;PF03793
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5055827-5059681.1	5055827	5059681	3854	2	10	2	0.66280	antibacterial	0.59	0.18	0.32	0.32	Polyketide	0.01	0.36	0.20	0.53	0.05	0.02	0.04	NC_003888.3_NC_003888.3_4566;NC_003888.3_NC_003888.3_4567	PF00107;PF01370	PF13676;PF00931;PF13401;PF13424;PF13374;PF13460;PF05368;PF01073;PF01370;PF00107
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5061858-5063669.1	5061858	5063669	1811	3	9	2	0.55600		0.40	0.25	0.23	0.05		0.01	0.09	0.26	0.05	0.21	0.00	0.38	NC_003888.3_NC_003888.3_4570;NC_003888.3_NC_003888.3_4571;NC_003888.3_NC_003888.3_4572	PF08241;PF08242	PF13452;PF01575;PF13452;PF01575;PF13847;PF13489;PF08241;PF08242;PF13649
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5297580-5307574.1	5297580	5307574	9994	7	20	4	0.74276		0.26	0.39	0.16	0.11		0.04	0.00	0.15	0.12	0.03	0.33	0.41	NC_003888.3_NC_003888.3_4799;NC_003888.3_NC_003888.3_4800;NC_003888.3_NC_003888.3_4801;NC_003888.3_NC_003888.3_4802;NC_003888.3_NC_003888.3_4803;NC_003888.3_NC_003888.3_4804;NC_003888.3_NC_003888.3_4805	PF01266;PF01494;PF01593;PF00535	PF01642;PF01494;PF05834;PF03486;PF01593;PF07992;PF01266;PF00890;PF13450;PF01946;PF13738;PF00440;PF02909;PF13489;PF13578;PF13578;PF09586;PF13641;PF00535;PF10111
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5510515-5536994.1	5510515	5536994	26479	28	70	17	0.86345	antibacterial	0.56	0.41	0.15	0.20	Polyketide	0.02	0.09	0.05	0.90	0.00	0.05	0.01	NC_003888.3_NC_003888.3_4999;NC_003888.3_NC_003888.3_5000;NC_003888.3_NC_003888.3_5001;NC_003888.3_NC_003888.3_5002;NC_003888.3_NC_003888.3_5003;NC_003888.3_NC_003888.3_5004;NC_003888.3_NC_003888.3_5005;NC_003888.3_NC_003888.3_5006;NC_003888.3_NC_003888.3_5007;NC_003888.3_NC_003888.3_5008;NC_003888.3_NC_003888.3_5009;NC_003888.3_NC_003888.3_5010;NC_003888.3_NC_003888.3_5011;NC_003888.3_NC_003888.3_5012;NC_003888.3_NC_003888.3_5013;NC_003888.3_NC_003888.3_5014;NC_003888.3_NC_003888.3_5015;NC_003888.3_NC_003888.3_5016;NC_003888.3_NC_003888.3_5017;NC_003888.3_NC_003888.3_5018;NC_003888.3_NC_003888.3_5019;NC_003888.3_NC_003888.3_5020;NC_003888.3_NC_003888.3_5021;NC_003888.3_NC_003888.3_5022;NC_003888.3_NC_003888.3_5023;NC_003888.3_NC_003888.3_5024;NC_003888.3_NC_003888.3_5025;NC_003888.3_NC_003888.3_5026	PF02801;PF08242;PF00106;PF02770;PF08240;PF00725;PF08659;PF08028;PF00109;PF00441;PF08241;PF01243;PF03992;PF02737;PF00107;PF01370;PF03364	PF00440;PF16884;PF08240;PF00107;PF13602;PF00246;PF13577;PF12680;PF02737;PF00725;PF08240;PF00107;PF13602;PF08240;PF00107;PF13602;PF07690;PF00083;PF05977;PF13347;PF01243;PF12900;PF05368;PF01370;PF16363;PF13460;PF02770;PF08028;PF00441;PF03992;PF02909;PF00440;PF07690;PF06779;PF00083;PF03176;PF12349;PF00486;PF03704;PF13561;PF00106;PF08659;PF01370;PF00109;PF02801;PF00109;PF02801;PF00550;PF10604;PF03364;PF00753;PF01613;PF04978;PF12867;PF13489;PF13847;PF01209;PF05175;PF08241;PF13578;PF08242;PF13649;PF03848;PF05724;PF13560;PF12844;PF13443;PF13413;PF01381;PF07883
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5577211-5580068.1	5577211	5580068	2857	3	12	0	0.54923	antibacterial	0.59	0.10	0.23	0.07	RiPP	0.00	0.01	0.04	0.03	0.91	0.00	0.01	NC_003888.3_NC_003888.3_5060;NC_003888.3_NC_003888.3_5061;NC_003888.3_NC_003888.3_5062		PF00005;PF13555;PF13304;PF12679;PF01061;PF12730;PF12698;PF13346;PF03379;PF06182;PF07730;PF13581
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5715871-5718468.1	5715871	5718468	2597	3	17	3	0.71334		0.48	0.36	0.17	0.07	RiPP	0.02	0.06	0.10	0.12	0.66	0.02	0.04	NC_003888.3_NC_003888.3_5189;NC_003888.3_NC_003888.3_5190;NC_003888.3_NC_003888.3_5191	PF08241;PF08242;PF00891	PF13489;PF05175;PF02353;PF00891;PF13847;PF00398;PF01209;PF13649;PF08241;PF08242;PF02463;PF13304;PF00005;PF13191;PF13476;PF13555;PF00528
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5765662-5797479.1	5765662	5797479	31817	37	60	9	0.74897	antibacterial	0.58	0.46	0.18	0.14	Polyketide	0.02	0.07	0.07	0.84	0.04	0.02	0.02	NC_003888.3_NC_003888.3_5224;NC_003888.3_NC_003888.3_5225;NC_003888.3_NC_003888.3_5226;NC_003888.3_NC_003888.3_5227;NC_003888.3_NC_003888.3_5228;NC_003888.3_NC_003888.3_5229;NC_003888.3_NC_003888.3_5230;NC_003888.3_NC_003888.3_5231;NC_003888.3_NC_003888.3_5232;NC_003888.3_NC_003888.3_5233;NC_003888.3_NC_003888.3_5234;NC_003888.3_NC_003888.3_5235;NC_003888.3_NC_003888.3_5236;NC_003888.3_NC_003888.3_5237;NC_003888.3_NC_003888.3_5238;NC_003888.3_NC_003888.3_5239;NC_003888.3_NC_003888.3_5240;NC_003888.3_NC_003888.3_5241;NC_003888.3_NC_003888.3_5242;NC_003888.3_NC_003888.3_5243;NC_003888.3_NC_003888.3_5244;NC_003888.3_NC_003888.3_5245;NC_003888.3_NC_003888.3_5246;NC_003888.3_NC_003888.3_5247;NC_003888.3_NC_003888.3_5248;NC_003888.3_NC_003888.3_5249;NC_003888.3_NC_003888.3_5250;NC_003888.3_NC_003888.3_5251;NC_003888.3_NC_003888.3_5252;NC_003888.3_NC_003888.3_5253;NC_003888.3_NC_003888.3_5254;NC_003888.3_NC_003888.3_5255;NC_003888.3_NC_003888.3_5256;NC_003888.3_NC_003888.3_5257;NC_003888.3_NC_003888.3_5258;NC_003888.3_NC_003888.3_5259;NC_003888.3_NC_003888.3_5260	PF01266;PF02801;PF01494;PF00108;PF00109;PF01243;PF03992;PF01050;PF03364	PF05331;PF03029;PF07992;PF01494;PF00070;PF00877;PF07813;PF13560;PF00440;PF09339;PF13340;PF01609;PF13359;PF13612;PF13586;PF11583;PF11695;PF00905;PF01098;PF08239;PF02518;PF00512;PF00672;PF00782;PF05706;PF08378;PF02735;PF13628;PF01243;PF16242;PF11350;PF04673;PF10604;PF03364;PF00550;PF02801;PF00109;PF02801;PF00109;PF00108;PF12852;PF11699;PF07883;PF01050;PF02311;PF04486;PF03992;PF01494;PF01266;PF01734;PF01037;PF13412;PF12802;PF09339;PF13404;PF00881;PF13613;PF04545;PF01609;PF13359
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5852345-5852987.1	5852345	5852987	642	1	1	0	0.57111	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	NC_003888.3_NC_003888.3_5315		PF00440
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5933595-5938532.1	5933595	5938532	4937	3	17	0	0.55002	antibacterial	0.74	0.10	0.12	0.11	RiPP	0.00	0.04	0.08	0.03	0.85	0.00	0.00	NC_003888.3_NC_003888.3_5381;NC_003888.3_NC_003888.3_5382;NC_003888.3_NC_003888.3_5383		PF13401;PF00005;PF13191;PF06414;PF01935;PF00664;PF02463;PF00005;PF13191;PF00664;PF00005;PF13481;PF13604;PF13476;PF13191;PF02702;PF13304
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_5970587-5971837.1	5970587	5971837	1250	3	3	0	0.59048	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	NC_003888.3_NC_003888.3_5414;NC_003888.3_NC_003888.3_5415;NC_003888.3_NC_003888.3_5416		PF00440;PF14012;PF13828
